0,0
00:49:40,0.192455498 Image_Scale: 2 Haar_Scale: 2
00:49:40,0.049855213 Image_Scale: 3 Haar_Scale: 2
00:49:41,0.592113006 Image_Scale: 1 Haar_Scale: 2
00:49:41,0.145674558 Image_Scale: 2 Haar_Scale: 2
00:49:41,0.0619803460002 Image_Scale: 3 Haar_Scale: 2
00:49:42,0.593175755 Image_Scale: 1 Haar_Scale: 2
00:49:42,0.147501126 Image_Scale: 2 Haar_Scale: 2
00:49:42,0.0523926129999 Image_Scale: 3 Haar_Scale: 2
00:49:43,0.595091302 Image_Scale: 1 Haar_Scale: 2
00:49:43,0.14498972 Image_Scale: 2 Haar_Scale: 2
00:49:43,0.0519027289999 Image_Scale: 3 Haar_Scale: 2
00:49:43,0.588265916 Image_Scale: 1 Haar_Scale: 2
00:49:44,0.146090459 Image_Scale: 2 Haar_Scale: 2
00:49:44,0.050627031 Image_Scale: 3 Haar_Scale: 2
00:49:44,0.592615887 Image_Scale: 1 Haar_Scale: 2
00:49:45,0.148278943 Image_Scale: 2 Haar_Scale: 2
00:49:45,0.050371091 Image_Scale: 3 Haar_Scale: 2
00:49:45,0.681571855 Image_Scale: 1 Haar_Scale: 2
00:49:45,0.144272889 Image_Scale: 2 Haar_Scale: 2
00:49:46,0.0508119860001 Image_Scale: 3 Haar_Scale: 2
00:49:46,0.612285237 Image_Scale: 1 Haar_Scale: 2
00:49:46,0.148068992 Image_Scale: 2 Haar_Scale: 2
00:49:46,0.050033171 Image_Scale: 3 Haar_Scale: 2
00:49:47,0.592637882 Image_Scale: 1 Haar_Scale: 2
00:49:47,0.14778006 Image_Scale: 2 Haar_Scale: 2
00:49:47,0.054273168 Image_Scale: 3 Haar_Scale: 2
00:49:48,0.673707715 Image_Scale: 1 Haar_Scale: 2
00:49:48,0.149551642 Image_Scale: 2 Haar_Scale: 2
00:49:48,0.0525845670002 Image_Scale: 3 Haar_Scale: 2
00:49:49,0.595622176 Image_Scale: 1 Haar_Scale: 2
00:49:49,0.144926735 Image_Scale: 2 Haar_Scale: 2
00:49:49,0.0503281010001 Image_Scale: 3 Haar_Scale: 2
00:49:50,0.593680636 Image_Scale: 1 Haar_Scale: 2
00:49:50,0.232123119 Image_Scale: 2 Haar_Scale: 2
00:49:50,0.0509279590001 Image_Scale: 3 Haar_Scale: 2
00:49:51,0.590657351 Image_Scale: 1 Haar_Scale: 2
00:49:51,0.145675558 Image_Scale: 2 Haar_Scale: 2
00:49:51,0.0516317930001 Image_Scale: 3 Haar_Scale: 2
00:49:52,0.595538196 Image_Scale: 1 Haar_Scale: 2
00:49:52,0.14219938 Image_Scale: 2 Haar_Scale: 2
00:49:52,0.050167139 Image_Scale: 3 Haar_Scale: 2
00:49:53,0.596903873 Image_Scale: 1 Haar_Scale: 2
00:49:53,0.146241424 Image_Scale: 2 Haar_Scale: 2
00:49:53,0.051996706 Image_Scale: 3 Haar_Scale: 2
00:49:53,0.595195278 Image_Scale: 1 Haar_Scale: 2
00:49:54,0.146447375 Image_Scale: 2 Haar_Scale: 2
00:49:54,0.051128911 Image_Scale: 3 Haar_Scale: 2
00:49:54,0.590686343 Image_Scale: 1 Haar_Scale: 2
00:49:54,0.147564112 Image_Scale: 2 Haar_Scale: 2
00:49:55,0.0512778760001 Image_Scale: 3 Haar_Scale: 2
00:49:55,0.68620176 Image_Scale: 1 Haar_Scale: 2
00:49:55,0.149237716 Image_Scale: 2 Haar_Scale: 2
00:49:55,0.0516737830001 Image_Scale: 3 Haar_Scale: 2
00:49:56,0.607060472 Image_Scale: 1 Haar_Scale: 2
00:49:56,0.147123216 Image_Scale: 2 Haar_Scale: 2
00:49:57,0.0860956439999 Image_Scale: 3 Haar_Scale: 2
00:49:58,0.589138709 Image_Scale: 1 Haar_Scale: 2
00:49:58,0.143553059 Image_Scale: 2 Haar_Scale: 2
00:49:58,0.049641263 Image_Scale: 3 Haar_Scale: 2
00:49:59,0.592193987 Image_Scale: 1 Haar_Scale: 2
00:49:59,0.144529829 Image_Scale: 2 Haar_Scale: 2
00:49:59,0.049579277 Image_Scale: 3 Haar_Scale: 2
00:49:59,0.591292201 Image_Scale: 1 Haar_Scale: 2
00:50:00,0.143108165 Image_Scale: 2 Haar_Scale: 2
00:50:00,0.049805224 Image_Scale: 3 Haar_Scale: 2
00:50:01,0.990160895 Image_Scale: 1 Haar_Scale: 2
00:50:01,0.145572582 Image_Scale: 2 Haar_Scale: 2
00:50:01,0.051150906 Image_Scale: 3 Haar_Scale: 2
00:50:02,0.608705083 Image_Scale: 1 Haar_Scale: 2
00:50:02,0.142347345 Image_Scale: 2 Haar_Scale: 2
00:50:02,0.0499141990001 Image_Scale: 3 Haar_Scale: 2
00:50:02,0.597892639 Image_Scale: 1 Haar_Scale: 2
00:50:03,0.145670559 Image_Scale: 2 Haar_Scale: 2
00:50:03,0.050561046 Image_Scale: 3 Haar_Scale: 2
00:50:03,0.590975275 Image_Scale: 1 Haar_Scale: 2
00:50:04,0.145088696 Image_Scale: 2 Haar_Scale: 2
00:50:04,0.048593511 Image_Scale: 3 Haar_Scale: 2
00:50:04,0.586093429 Image_Scale: 1 Haar_Scale: 2
00:50:04,0.148149973 Image_Scale: 2 Haar_Scale: 2
00:50:04,0.050447073 Image_Scale: 3 Haar_Scale: 2
00:50:05,0.675056396 Image_Scale: 1 Haar_Scale: 2
00:50:05,0.143628041 Image_Scale: 2 Haar_Scale: 2
00:50:05,0.051282875 Image_Scale: 3 Haar_Scale: 2
00:50:06,0.588296908 Image_Scale: 1 Haar_Scale: 2
00:50:06,0.154827394 Image_Scale: 2 Haar_Scale: 2
00:50:06,0.053563336 Image_Scale: 3 Haar_Scale: 2
00:50:07,0.591960042 Image_Scale: 1 Haar_Scale: 2
00:50:07,0.146029474 Image_Scale: 2 Haar_Scale: 2
00:50:07,0.051336862 Image_Scale: 3 Haar_Scale: 2
00:50:08,0.597385759 Image_Scale: 1 Haar_Scale: 2
00:50:08,0.146272416 Image_Scale: 2 Haar_Scale: 2
00:50:08,0.051314867 Image_Scale: 3 Haar_Scale: 2
00:50:09,0.586536325 Image_Scale: 1 Haar_Scale: 2
00:50:09,0.145380627 Image_Scale: 2 Haar_Scale: 2
00:50:09,0.0483545669999 Image_Scale: 3 Haar_Scale: 2
00:50:10,0.595660168 Image_Scale: 1 Haar_Scale: 2
00:50:10,0.145796529 Image_Scale: 2 Haar_Scale: 2
00:50:10,0.0513058700001 Image_Scale: 3 Haar_Scale: 2
00:50:10,0.680109201 Image_Scale: 1 Haar_Scale: 2
00:50:11,0.143239133 Image_Scale: 2 Haar_Scale: 2
00:50:11,0.051064927 Image_Scale: 3 Haar_Scale: 2
00:50:11,0.606509603 Image_Scale: 1 Haar_Scale: 2
00:50:12,0.144978722 Image_Scale: 2 Haar_Scale: 2
00:50:12,0.050349096 Image_Scale: 3 Haar_Scale: 2
00:50:12,0.596564954 Image_Scale: 1 Haar_Scale: 2
00:50:12,0.147798056 Image_Scale: 2 Haar_Scale: 2
00:50:12,0.0521696650001 Image_Scale: 3 Haar_Scale: 2
00:50:13,0.596740912 Image_Scale: 1 Haar_Scale: 2
00:50:13,0.229321782 Image_Scale: 2 Haar_Scale: 2
00:50:13,0.0519367200002 Image_Scale: 3 Haar_Scale: 2
00:50:14,0.590568372 Image_Scale: 1 Haar_Scale: 2
00:50:14,0.145101694 Image_Scale: 2 Haar_Scale: 2
00:50:14,0.0501391460002 Image_Scale: 3 Haar_Scale: 2
00:50:15,0.652831651 Image_Scale: 1 Haar_Scale: 2
00:50:15,0.148814816 Image_Scale: 2 Haar_Scale: 2
00:50:15,0.051520819 Image_Scale: 3 Haar_Scale: 2
00:50:16,0.592266969 Image_Scale: 1 Haar_Scale: 2
00:50:16,0.145502598 Image_Scale: 2 Haar_Scale: 2
00:50:16,0.0607786300002 Image_Scale: 3 Haar_Scale: 2
00:50:17,0.590908291 Image_Scale: 1 Haar_Scale: 2
00:50:17,0.144269891 Image_Scale: 2 Haar_Scale: 2
00:50:17,0.0494383109999 Image_Scale: 3 Haar_Scale: 2
00:50:18,0.600405046 Image_Scale: 1 Haar_Scale: 2
00:50:18,0.144630805 Image_Scale: 2 Haar_Scale: 2
00:50:18,0.050037169 Image_Scale: 3 Haar_Scale: 2
00:50:19,0.5896036 Image_Scale: 1 Haar_Scale: 2
00:50:19,0.143839992 Image_Scale: 2 Haar_Scale: 2
00:50:19,0.051250883 Image_Scale: 3 Haar_Scale: 2
00:50:19,0.591244212 Image_Scale: 1 Haar_Scale: 2
00:50:20,0.144850753 Image_Scale: 2 Haar_Scale: 2
00:50:20,0.050986945 Image_Scale: 3 Haar_Scale: 2
00:50:20,0.673893671 Image_Scale: 1 Haar_Scale: 2
00:50:21,0.146463371 Image_Scale: 2 Haar_Scale: 2
00:50:21,0.0503420979999 Image_Scale: 3 Haar_Scale: 2
00:50:22,0.603058418 Image_Scale: 1 Haar_Scale: 2
00:50:22,0.144368867 Image_Scale: 2 Haar_Scale: 2
00:50:22,0.0501201500001 Image_Scale: 3 Haar_Scale: 2
00:50:23,0.597947627 Image_Scale: 1 Haar_Scale: 2
00:50:23,0.143218139 Image_Scale: 2 Haar_Scale: 2
00:50:23,0.0518457420001 Image_Scale: 3 Haar_Scale: 2
00:50:24,0.596456979 Image_Scale: 1 Haar_Scale: 2
00:50:24,0.144082934 Image_Scale: 2 Haar_Scale: 2
00:50:24,0.0514198429998 Image_Scale: 3 Haar_Scale: 2
00:50:25,0.594680399 Image_Scale: 1 Haar_Scale: 2
00:50:25,0.145668559 Image_Scale: 2 Haar_Scale: 2
00:50:25,0.115420711 Image_Scale: 3 Haar_Scale: 2
00:50:26,0.588167939 Image_Scale: 1 Haar_Scale: 2
00:50:26,0.143028184 Image_Scale: 2 Haar_Scale: 2
00:50:26,0.0518647380002 Image_Scale: 3 Haar_Scale: 2
00:50:27,0.607768304 Image_Scale: 1 Haar_Scale: 2
00:50:27,0.14342209 Image_Scale: 2 Haar_Scale: 2
00:50:27,0.0502401219999 Image_Scale: 3 Haar_Scale: 2
00:50:27,0.592819839 Image_Scale: 1 Haar_Scale: 2
00:50:28,0.144495837 Image_Scale: 2 Haar_Scale: 2
00:50:28,0.050041169 Image_Scale: 3 Haar_Scale: 2
00:50:29,1.08103241 Image_Scale: 1 Haar_Scale: 2
00:50:29,0.297454672 Image_Scale: 2 Haar_Scale: 2
00:50:29,0.1010851 Image_Scale: 3 Haar_Scale: 2
00:50:30,0.84434937 Image_Scale: 1 Haar_Scale: 2
00:50:30,0.145858515 Image_Scale: 2 Haar_Scale: 2
00:50:30,0.053669311 Image_Scale: 3 Haar_Scale: 2
00:50:31,0.588240922 Image_Scale: 1 Haar_Scale: 2
00:50:31,0.240697092 Image_Scale: 2 Haar_Scale: 2
00:50:31,0.0508779710001 Image_Scale: 3 Haar_Scale: 2
00:50:32,0.59700685 Image_Scale: 1 Haar_Scale: 2
00:50:32,0.147203197 Image_Scale: 2 Haar_Scale: 2
00:50:32,0.049465305 Image_Scale: 3 Haar_Scale: 2
00:50:33,0.593200749 Image_Scale: 1 Haar_Scale: 2
00:50:33,0.144103929 Image_Scale: 2 Haar_Scale: 2
00:50:33,0.0530004689999 Image_Scale: 3 Haar_Scale: 2
00:50:34,0.592704866 Image_Scale: 1 Haar_Scale: 2
00:50:34,0.146181438 Image_Scale: 2 Haar_Scale: 2
00:50:34,0.0489594249998 Image_Scale: 3 Haar_Scale: 2
00:50:35,0.595035315 Image_Scale: 1 Haar_Scale: 2
00:50:35,0.14714821 Image_Scale: 2 Haar_Scale: 2
00:50:35,0.128657581 Image_Scale: 3 Haar_Scale: 2
00:50:36,1.233315406 Image_Scale: 1 Haar_Scale: 2
00:50:37,0.30744731 Image_Scale: 2 Haar_Scale: 2
00:50:37,0.123933698 Image_Scale: 3 Haar_Scale: 2
00:50:39,1.21206543 Image_Scale: 1 Haar_Scale: 2
00:50:39,0.145845518 Image_Scale: 2 Haar_Scale: 2
00:50:39,0.0513448610002 Image_Scale: 3 Haar_Scale: 2
00:50:40,0.595330246 Image_Scale: 1 Haar_Scale: 2
00:50:40,0.149644619 Image_Scale: 2 Haar_Scale: 2
00:50:40,0.10662479 Image_Scale: 3 Haar_Scale: 2
00:50:41,0.589531617 Image_Scale: 1 Haar_Scale: 2
00:50:41,0.142710259 Image_Scale: 2 Haar_Scale: 2
00:50:41,0.050998942 Image_Scale: 3 Haar_Scale: 2
00:50:42,0.602639518 Image_Scale: 1 Haar_Scale: 2
00:50:42,0.143600048 Image_Scale: 2 Haar_Scale: 2
00:50:42,0.05092296 Image_Scale: 3 Haar_Scale: 2
00:50:42,0.595596182 Image_Scale: 1 Haar_Scale: 2
00:50:43,0.146475369 Image_Scale: 2 Haar_Scale: 2
00:50:43,0.0529484809999 Image_Scale: 3 Haar_Scale: 2
00:50:43,0.590290437 Image_Scale: 1 Haar_Scale: 2
00:50:43,0.145286649 Image_Scale: 2 Haar_Scale: 2
00:50:44,0.049137382 Image_Scale: 3 Haar_Scale: 2
00:50:44,0.588311905 Image_Scale: 1 Haar_Scale: 2
00:50:44,0.231717215 Image_Scale: 2 Haar_Scale: 2
00:50:45,0.0557258240001 Image_Scale: 3 Haar_Scale: 2
00:50:45,0.783048863 Image_Scale: 1 Haar_Scale: 2
00:50:45,0.146185437 Image_Scale: 2 Haar_Scale: 2
00:50:46,0.0521566690002 Image_Scale: 3 Haar_Scale: 2
00:50:46,0.591238213 Image_Scale: 1 Haar_Scale: 2
00:50:46,0.162022693 Image_Scale: 2 Haar_Scale: 2
00:50:46,0.052521583 Image_Scale: 3 Haar_Scale: 2
00:50:47,0.596374998 Image_Scale: 1 Haar_Scale: 2
00:50:47,0.144006952 Image_Scale: 2 Haar_Scale: 2
00:50:47,0.0524905899999 Image_Scale: 3 Haar_Scale: 2
00:50:48,0.589216691 Image_Scale: 1 Haar_Scale: 2
00:50:48,0.145887507 Image_Scale: 2 Haar_Scale: 2
00:50:48,0.0512118920001 Image_Scale: 3 Haar_Scale: 2
00:50:49,0.697157171 Image_Scale: 1 Haar_Scale: 2
00:50:49,0.145376628 Image_Scale: 2 Haar_Scale: 2
00:50:49,0.051628793 Image_Scale: 3 Haar_Scale: 2
00:50:50,0.731852967 Image_Scale: 1 Haar_Scale: 2
00:50:50,0.182663813 Image_Scale: 2 Haar_Scale: 2
00:50:50,0.0507200079999 Image_Scale: 3 Haar_Scale: 2
00:50:51,0.591515147 Image_Scale: 1 Haar_Scale: 2
00:50:51,0.143616044 Image_Scale: 2 Haar_Scale: 2
00:50:51,0.051386851 Image_Scale: 3 Haar_Scale: 2
00:50:52,0.600507021 Image_Scale: 1 Haar_Scale: 2
00:50:52,0.146381391 Image_Scale: 2 Haar_Scale: 2
00:50:52,0.0510839220001 Image_Scale: 3 Haar_Scale: 2
00:50:53,0.598069598 Image_Scale: 1 Haar_Scale: 2
00:50:53,0.145602575 Image_Scale: 2 Haar_Scale: 2
00:50:53,0.0514758290001 Image_Scale: 3 Haar_Scale: 2
00:50:53,0.598676455 Image_Scale: 1 Haar_Scale: 2
00:50:54,0.146544352 Image_Scale: 2 Haar_Scale: 2
00:50:55,0.0496162689999 Image_Scale: 3 Haar_Scale: 2
00:50:55,0.676965944 Image_Scale: 1 Haar_Scale: 2
00:50:56,0.14621943 Image_Scale: 2 Haar_Scale: 2
00:50:56,0.051682781 Image_Scale: 3 Haar_Scale: 2
00:50:56,0.719402911 Image_Scale: 1 Haar_Scale: 2
00:50:57,0.145131687 Image_Scale: 2 Haar_Scale: 2
00:50:57,0.05168478 Image_Scale: 3 Haar_Scale: 2
00:50:57,0.58473675 Image_Scale: 1 Haar_Scale: 2
00:50:57,0.149855569 Image_Scale: 2 Haar_Scale: 2
00:50:57,0.0524126079999 Image_Scale: 3 Haar_Scale: 2
00:50:58,0.587185171 Image_Scale: 1 Haar_Scale: 2
00:50:58,0.145070701 Image_Scale: 2 Haar_Scale: 2
00:50:58,0.050998942 Image_Scale: 3 Haar_Scale: 2
00:50:59,0.608329172 Image_Scale: 1 Haar_Scale: 2
00:50:59,0.14723219 Image_Scale: 2 Haar_Scale: 2
00:50:59,0.050535052 Image_Scale: 3 Haar_Scale: 2
00:51:00,0.597318775 Image_Scale: 1 Haar_Scale: 2
00:51:00,0.237171926 Image_Scale: 2 Haar_Scale: 2
00:51:00,0.0495842760001 Image_Scale: 3 Haar_Scale: 2
00:51:01,0.710318058 Image_Scale: 1 Haar_Scale: 2
00:51:01,0.270738989 Image_Scale: 2 Haar_Scale: 2
00:51:02,0.0524575970001 Image_Scale: 3 Haar_Scale: 2
00:51:03,0.589196696 Image_Scale: 1 Haar_Scale: 2
00:51:03,0.14574954 Image_Scale: 2 Haar_Scale: 2
00:51:03,0.0500701610001 Image_Scale: 3 Haar_Scale: 2
00:51:04,0.590242449 Image_Scale: 1 Haar_Scale: 2
00:51:04,0.143790003 Image_Scale: 2 Haar_Scale: 2
00:51:04,0.048779467 Image_Scale: 3 Haar_Scale: 2
00:51:05,0.593064781 Image_Scale: 1 Haar_Scale: 2
00:51:05,0.147015241 Image_Scale: 2 Haar_Scale: 2
00:51:05,0.050211128 Image_Scale: 3 Haar_Scale: 2
00:51:06,0.683077499 Image_Scale: 1 Haar_Scale: 2
00:51:06,0.145303646 Image_Scale: 2 Haar_Scale: 2
00:51:06,0.0496302660001 Image_Scale: 3 Haar_Scale: 2
00:51:07,0.659439088 Image_Scale: 1 Haar_Scale: 2
00:51:07,0.147755066 Image_Scale: 2 Haar_Scale: 2
00:51:07,0.0516657849998 Image_Scale: 3 Haar_Scale: 2
00:51:07,0.585579551 Image_Scale: 1 Haar_Scale: 2
00:51:08,0.144579817 Image_Scale: 2 Haar_Scale: 2
00:51:08,0.053179427 Image_Scale: 3 Haar_Scale: 2
00:51:08,0.593421696 Image_Scale: 1 Haar_Scale: 2
00:51:08,0.14414392 Image_Scale: 2 Haar_Scale: 2
00:51:08,0.0508729720002 Image_Scale: 3 Haar_Scale: 2
00:51:09,0.614009829 Image_Scale: 1 Haar_Scale: 2
00:51:09,0.14925871 Image_Scale: 2 Haar_Scale: 2
00:51:09,0.0524416009998 Image_Scale: 3 Haar_Scale: 2
00:51:10,0.686005807 Image_Scale: 1 Haar_Scale: 2
00:51:10,0.147535118 Image_Scale: 2 Haar_Scale: 2
00:51:10,0.0524535980001 Image_Scale: 3 Haar_Scale: 2
00:51:11,0.596632938 Image_Scale: 1 Haar_Scale: 2
00:51:11,0.145554586 Image_Scale: 2 Haar_Scale: 2
00:51:11,0.051160904 Image_Scale: 3 Haar_Scale: 2
00:51:12,0.604736022 Image_Scale: 1 Haar_Scale: 2
00:51:12,0.146585342 Image_Scale: 2 Haar_Scale: 2
00:51:12,0.051398848 Image_Scale: 3 Haar_Scale: 2
00:51:13,0.5908713 Image_Scale: 1 Haar_Scale: 2
00:51:13,0.148210958 Image_Scale: 2 Haar_Scale: 2
00:51:13,0.0528984929999 Image_Scale: 3 Haar_Scale: 2
00:51:14,0.591510149 Image_Scale: 1 Haar_Scale: 2
00:51:14,0.144136922 Image_Scale: 2 Haar_Scale: 2
00:51:14,0.0505380510001 Image_Scale: 3 Haar_Scale: 2
00:51:14,0.587423115 Image_Scale: 1 Haar_Scale: 2
00:51:15,0.145851516 Image_Scale: 2 Haar_Scale: 2
00:51:15,0.050423079 Image_Scale: 3 Haar_Scale: 2
00:51:16,0.680956001 Image_Scale: 1 Haar_Scale: 2
00:51:16,0.147938023 Image_Scale: 2 Haar_Scale: 2
00:51:16,0.0524216060001 Image_Scale: 3 Haar_Scale: 2
00:51:16,0.59616005 Image_Scale: 1 Haar_Scale: 2
00:51:17,0.142088406 Image_Scale: 2 Haar_Scale: 2
00:51:17,0.0493803249999 Image_Scale: 3 Haar_Scale: 2
00:51:17,0.589182699 Image_Scale: 1 Haar_Scale: 2
00:51:17,0.14782405 Image_Scale: 2 Haar_Scale: 2
00:51:18,0.0533043969999 Image_Scale: 3 Haar_Scale: 2
00:51:18,0.594335481 Image_Scale: 1 Haar_Scale: 2
00:51:18,0.144640802 Image_Scale: 2 Haar_Scale: 2
00:51:18,0.0521216769998 Image_Scale: 3 Haar_Scale: 2
00:51:19,0.590280439 Image_Scale: 1 Haar_Scale: 2
00:51:19,0.144212903 Image_Scale: 2 Haar_Scale: 2
00:51:19,0.0522806389999 Image_Scale: 3 Haar_Scale: 2
00:51:20,0.611937319 Image_Scale: 1 Haar_Scale: 2
00:51:20,0.189873108 Image_Scale: 2 Haar_Scale: 2
00:51:20,0.050613034 Image_Scale: 3 Haar_Scale: 2
00:51:21,0.589623595 Image_Scale: 1 Haar_Scale: 2
00:51:21,0.143821996 Image_Scale: 2 Haar_Scale: 2
00:51:21,0.0494363110001 Image_Scale: 3 Haar_Scale: 2
00:51:22,0.60876207 Image_Scale: 1 Haar_Scale: 2
00:51:22,0.144379864 Image_Scale: 2 Haar_Scale: 2
00:51:22,0.050723008 Image_Scale: 3 Haar_Scale: 2
00:51:23,0.590853304 Image_Scale: 1 Haar_Scale: 2
00:51:23,0.14308417 Image_Scale: 2 Haar_Scale: 2
00:51:23,0.0505880399999 Image_Scale: 3 Haar_Scale: 2
00:51:23,0.585946464 Image_Scale: 1 Haar_Scale: 2
00:51:24,0.147290176 Image_Scale: 2 Haar_Scale: 2
00:51:24,0.0504200789999 Image_Scale: 3 Haar_Scale: 2
00:51:24,0.588136947 Image_Scale: 1 Haar_Scale: 2
00:51:25,0.228809902 Image_Scale: 2 Haar_Scale: 2
00:51:25,0.0517057749998 Image_Scale: 3 Haar_Scale: 2
00:51:25,0.678645547 Image_Scale: 1 Haar_Scale: 2
00:51:26,0.144477841 Image_Scale: 2 Haar_Scale: 2
00:51:26,0.049377326 Image_Scale: 3 Haar_Scale: 2
00:51:26,0.599054365 Image_Scale: 1 Haar_Scale: 2
00:51:26,0.152869857 Image_Scale: 2 Haar_Scale: 2
00:51:26,0.0501521429999 Image_Scale: 3 Haar_Scale: 2
00:51:27,0.595603181 Image_Scale: 1 Haar_Scale: 2
00:51:27,0.231203337 Image_Scale: 2 Haar_Scale: 2
00:51:27,0.0511599040001 Image_Scale: 3 Haar_Scale: 2
00:51:28,0.594030553 Image_Scale: 1 Haar_Scale: 2
00:51:28,0.146794293 Image_Scale: 2 Haar_Scale: 2
00:51:28,0.0511169150002 Image_Scale: 3 Haar_Scale: 2
00:51:29,0.593798607 Image_Scale: 1 Haar_Scale: 2
00:51:29,0.146196435 Image_Scale: 2 Haar_Scale: 2
00:51:29,0.052006704 Image_Scale: 3 Haar_Scale: 2
00:51:30,0.590852304 Image_Scale: 1 Haar_Scale: 2
00:51:30,0.230502502 Image_Scale: 2 Haar_Scale: 2
00:51:30,0.0495782780001 Image_Scale: 3 Haar_Scale: 2
00:51:31,0.59277385 Image_Scale: 1 Haar_Scale: 2
00:51:31,0.146175439 Image_Scale: 2 Haar_Scale: 2
00:51:31,0.050413081 Image_Scale: 3 Haar_Scale: 2
00:51:32,0.610742601 Image_Scale: 1 Haar_Scale: 2
00:51:32,0.147632095 Image_Scale: 2 Haar_Scale: 2
00:51:32,0.052949481 Image_Scale: 3 Haar_Scale: 2
00:51:33,0.58558455 Image_Scale: 1 Haar_Scale: 2
00:51:33,0.147101221 Image_Scale: 2 Haar_Scale: 2
00:51:33,0.050277113 Image_Scale: 3 Haar_Scale: 2
00:51:33,0.591155232 Image_Scale: 1 Haar_Scale: 2
00:51:34,0.145430616 Image_Scale: 2 Haar_Scale: 2
00:51:34,0.0531004449999 Image_Scale: 3 Haar_Scale: 2
00:51:34,0.58862883 Image_Scale: 1 Haar_Scale: 2
00:51:34,0.14372002 Image_Scale: 2 Haar_Scale: 2
00:51:35,0.0480056500001 Image_Scale: 3 Haar_Scale: 2
00:51:35,0.677585798 Image_Scale: 1 Haar_Scale: 2
00:51:35,0.146970252 Image_Scale: 2 Haar_Scale: 2
00:51:35,0.049491299 Image_Scale: 3 Haar_Scale: 2
00:51:36,0.595703157 Image_Scale: 1 Haar_Scale: 2
00:51:36,0.146565347 Image_Scale: 2 Haar_Scale: 2
00:51:36,0.068860719 Image_Scale: 3 Haar_Scale: 2
00:51:37,0.600120113 Image_Scale: 1 Haar_Scale: 2
00:51:37,0.146456373 Image_Scale: 2 Haar_Scale: 2
00:51:37,0.050980946 Image_Scale: 3 Haar_Scale: 2
00:51:38,0.590289437 Image_Scale: 1 Haar_Scale: 2
00:51:38,0.14587751 Image_Scale: 2 Haar_Scale: 2
00:51:38,0.0511099160001 Image_Scale: 3 Haar_Scale: 2
00:51:39,0.592879825 Image_Scale: 1 Haar_Scale: 2
00:51:39,0.145585579 Image_Scale: 2 Haar_Scale: 2
00:51:39,0.0530184640002 Image_Scale: 3 Haar_Scale: 2
00:51:40,0.594790373 Image_Scale: 1 Haar_Scale: 2
00:51:40,0.146487366 Image_Scale: 2 Haar_Scale: 2
00:51:40,0.0515058220001 Image_Scale: 3 Haar_Scale: 2
00:51:41,0.673513761 Image_Scale: 1 Haar_Scale: 2
00:51:41,0.148409912 Image_Scale: 2 Haar_Scale: 2
00:51:41,0.0510779230001 Image_Scale: 3 Haar_Scale: 2
00:51:43,0.601069889 Image_Scale: 1 Haar_Scale: 2
00:51:43,0.14672631 Image_Scale: 2 Haar_Scale: 2
00:51:44,0.0519847100002 Image_Scale: 3 Haar_Scale: 2
00:51:44,0.599491262 Image_Scale: 1 Haar_Scale: 2
00:51:44,0.146464371 Image_Scale: 2 Haar_Scale: 2
00:51:44,0.0511259120001 Image_Scale: 3 Haar_Scale: 2
00:51:45,0.684784096 Image_Scale: 1 Haar_Scale: 2
00:51:45,0.146067465 Image_Scale: 2 Haar_Scale: 2
00:51:45,0.0523686189999 Image_Scale: 3 Haar_Scale: 2
00:51:46,0.596048076 Image_Scale: 1 Haar_Scale: 2
00:51:46,0.145010715 Image_Scale: 2 Haar_Scale: 2
00:51:46,0.0520796870001 Image_Scale: 3 Haar_Scale: 2
00:51:47,0.605900746 Image_Scale: 1 Haar_Scale: 2
00:51:47,0.144030946 Image_Scale: 2 Haar_Scale: 2
00:51:47,0.0520356970001 Image_Scale: 3 Haar_Scale: 2
00:51:48,0.598224561 Image_Scale: 1 Haar_Scale: 2
00:51:48,0.145703551 Image_Scale: 2 Haar_Scale: 2
00:51:48,0.0501141520001 Image_Scale: 3 Haar_Scale: 2
00:51:49,0.591891059 Image_Scale: 1 Haar_Scale: 2
00:51:49,0.147623098 Image_Scale: 2 Haar_Scale: 2
00:51:49,0.0521736650001 Image_Scale: 3 Haar_Scale: 2
00:51:49,0.59581913 Image_Scale: 1 Haar_Scale: 2
00:51:50,0.144187909 Image_Scale: 2 Haar_Scale: 2
00:51:50,0.0523576210001 Image_Scale: 3 Haar_Scale: 2
00:51:51,0.767771475 Image_Scale: 1 Haar_Scale: 2
00:51:51,0.149498654 Image_Scale: 2 Haar_Scale: 2
00:51:51,0.0512998709999 Image_Scale: 3 Haar_Scale: 2
00:51:51,0.602536542 Image_Scale: 1 Haar_Scale: 2
00:51:52,0.145823522 Image_Scale: 2 Haar_Scale: 2
00:51:52,0.050601036 Image_Scale: 3 Haar_Scale: 2
00:51:52,0.591619123 Image_Scale: 1 Haar_Scale: 2
00:51:53,0.233341831 Image_Scale: 2 Haar_Scale: 2
00:51:53,0.051804752 Image_Scale: 3 Haar_Scale: 2
00:51:53,0.591088248 Image_Scale: 1 Haar_Scale: 2
00:51:53,0.146051469 Image_Scale: 2 Haar_Scale: 2
00:51:53,0.0528704999999 Image_Scale: 3 Haar_Scale: 2
00:51:54,0.604190151 Image_Scale: 1 Haar_Scale: 2
00:51:54,0.146417382 Image_Scale: 2 Haar_Scale: 2
00:51:54,0.0521146789999 Image_Scale: 3 Haar_Scale: 2
