0,0
18:58:55,0.148523819
18:58:56,0.125657847
18:58:56,0.20428187
18:58:56,0.124929912
18:58:56,0.12923153
18:58:56,0.128650581
18:58:57,0.127271704
18:58:57,0.135689957
18:58:57,0.130556413
18:58:57,0.131579321
18:58:57,0.127226708
18:58:57,0.129403515
18:58:58,0.12866258
18:58:58,0.130041458
18:58:58,0.126277792
18:58:58,0.128465597
18:58:58,0.124987906
18:58:58,0.125628849
18:58:59,0.117167601
19:02:23,0.129235429
19:02:23,0.10831877
19:02:25,0.126053846
19:02:25,0.114532402
19:02:25,0.119270998
19:02:30,0.111969699
19:02:31,0.217478463
19:02:31,0.119795577
19:02:31,0.122628922
19:02:31,0.121749814
19:02:31,0.110099397
19:02:37,0.131530504
